Gene stable ID	Gene stable ID version	Transcript stable ID	Transcript stable ID version	Protein stable ID	Protein stable ID version	Gene name	Source of gene name
ENSMUSG00000022514	ENSMUSG00000022514.15	ENSMUST00000023156	ENSMUST00000023156.13	ENSMUSP00000023156	ENSMUSP00000023156.7	Il1rap	MGI Symbol
ENSMUSG00000022514	ENSMUSG00000022514.15	ENSMUST00000023156	ENSMUST00000023156.13	ENSMUSP00000023156	ENSMUSP00000023156.7	Il1rap	MGI Symbol
ENSMUSG00000022514	ENSMUSG00000022514.15	ENSMUST00000023156	ENSMUST00000023156.13	ENSMUSP00000023156	ENSMUSP00000023156.7	Il1rap	MGI Symbol
ENSMUSG00000022514	ENSMUSG00000022514.15	ENSMUST00000023156	ENSMUST00000023156.13	ENSMUSP00000023156	ENSMUSP00000023156.7	Il1rap	MGI Symbol
ENSMUSG00000022514	ENSMUSG00000022514.15	ENSMUST00000174171	ENSMUST00000174171.2	ENSMUSP00000133904	ENSMUSP00000133904.2	Il1rap	MGI Symbol
ENSMUSG00000030157	ENSMUSG00000030157.6	ENSMUST00000032260	ENSMUST00000032260.6	ENSMUSP00000032260	ENSMUSP00000032260.6	Clec2d	MGI Symbol
ENSMUSG00000008090	ENSMUSG00000008090.15	ENSMUST00000112560	ENSMUST00000112560.8	ENSMUSP00000108179	ENSMUSP00000108179.4	Fgfrl1	MGI Symbol
ENSMUSG00000008090	ENSMUSG00000008090.15	ENSMUST00000112560	ENSMUST00000112560.8	ENSMUSP00000108179	ENSMUSP00000108179.4	Fgfrl1	MGI Symbol
ENSMUSG00000008090	ENSMUSG00000008090.15	ENSMUST00000112560	ENSMUST00000112560.8	ENSMUSP00000108179	ENSMUSP00000108179.4	Fgfrl1	MGI Symbol
ENSMUSG00000008090	ENSMUSG00000008090.15	ENSMUST00000112560	ENSMUST00000112560.8	ENSMUSP00000108179	ENSMUSP00000108179.4	Fgfrl1	MGI Symbol
ENSMUSG00000008090	ENSMUSG00000008090.15	ENSMUST00000013633	ENSMUST00000013633.12	ENSMUSP00000013633	ENSMUSP00000013633.9	Fgfrl1	MGI Symbol
ENSMUSG00000008090	ENSMUSG00000008090.15	ENSMUST00000013633	ENSMUST00000013633.12	ENSMUSP00000013633	ENSMUSP00000013633.9	Fgfrl1	MGI Symbol
ENSMUSG00000008090	ENSMUSG00000008090.15	ENSMUST00000013633	ENSMUST00000013633.12	ENSMUSP00000013633	ENSMUSP00000013633.9	Fgfrl1	MGI Symbol
ENSMUSG00000008090	ENSMUSG00000008090.15	ENSMUST00000013633	ENSMUST00000013633.12	ENSMUSP00000013633	ENSMUSP00000013633.9	Fgfrl1	MGI Symbol
ENSMUSG00000008090	ENSMUSG00000008090.15	ENSMUST00000013633	ENSMUST00000013633.12	ENSMUSP00000013633	ENSMUSP00000013633.9	Fgfrl1	MGI Symbol
ENSMUSG00000004654	ENSMUSG00000004654.7	ENSMUST00000063578	ENSMUST00000063578.6	ENSMUSP00000068120	ENSMUSP00000068120.4	Ghrhr	MGI Symbol
ENSMUSG00000004654	ENSMUSG00000004654.7	ENSMUST00000063578	ENSMUST00000063578.6	ENSMUSP00000068120	ENSMUSP00000068120.4	Ghrhr	MGI Symbol
ENSMUSG00000004654	ENSMUSG00000004654.7	ENSMUST00000063578	ENSMUST00000063578.6	ENSMUSP00000068120	ENSMUSP00000068120.4	Ghrhr	MGI Symbol
ENSMUSG00000004654	ENSMUSG00000004654.7	ENSMUST00000063578	ENSMUST00000063578.6	ENSMUSP00000068120	ENSMUSP00000068120.4	Ghrhr	MGI Symbol
ENSMUSG00000004654	ENSMUSG00000004654.7	ENSMUST00000063578	ENSMUST00000063578.6	ENSMUSP00000068120	ENSMUSP00000068120.4	Ghrhr	MGI Symbol
ENSMUSG00000004654	ENSMUSG00000004654.7	ENSMUST00000063578	ENSMUST00000063578.6	ENSMUSP00000068120	ENSMUSP00000068120.4	Ghrhr	MGI Symbol
ENSMUSG00000004654	ENSMUSG00000004654.7	ENSMUST00000063578	ENSMUST00000063578.6	ENSMUSP00000068120	ENSMUSP00000068120.4	Ghrhr	MGI Symbol
ENSMUSG00000004654	ENSMUSG00000004654.7	ENSMUST00000063578	ENSMUST00000063578.6	ENSMUSP00000068120	ENSMUSP00000068120.4	Ghrhr	MGI Symbol
ENSMUSG00000004654	ENSMUSG00000004654.7	ENSMUST00000203241	ENSMUST00000203241.2	ENSMUSP00000145224	ENSMUSP00000145224.2	Ghrhr	MGI Symbol
ENSMUSG00000004654	ENSMUSG00000004654.7	ENSMUST00000203241	ENSMUST00000203241.2	ENSMUSP00000145224	ENSMUSP00000145224.2	Ghrhr	MGI Symbol
ENSMUSG00000003974	ENSMUSG00000003974.7	ENSMUST00000004076	ENSMUST00000004076.5	ENSMUSP00000004076	ENSMUSP00000004076.4	Grm3	MGI Symbol
ENSMUSG00000003974	ENSMUSG00000003974.7	ENSMUST00000004076	ENSMUST00000004076.5	ENSMUSP00000004076	ENSMUSP00000004076.4	Grm3	MGI Symbol
ENSMUSG00000003974	ENSMUSG00000003974.7	ENSMUST00000004076	ENSMUST00000004076.5	ENSMUSP00000004076	ENSMUSP00000004076.4	Grm3	MGI Symbol
ENSMUSG00000003974	ENSMUSG00000003974.7	ENSMUST00000004076	ENSMUST00000004076.5	ENSMUSP00000004076	ENSMUSP00000004076.4	Grm3	MGI Symbol
ENSMUSG00000064225	ENSMUSG00000064225.7	ENSMUST00000079597	ENSMUST00000079597.7	ENSMUSP00000078547	ENSMUSP00000078547.6	Paqr9	MGI Symbol
ENSMUSG00000090961	ENSMUSG00000090961.3	ENSMUST00000233865	ENSMUST00000233865.2	ENSMUSP00000156404	ENSMUSP00000156404.2	Vmn2r8	MGI Symbol
ENSMUSG00000090961	ENSMUSG00000090961.3	ENSMUST00000233055	ENSMUST00000233055.2	ENSMUSP00000156391	ENSMUSP00000156391.2	Vmn2r8	MGI Symbol
ENSMUSG00000090961	ENSMUSG00000090961.3	ENSMUST00000233055	ENSMUST00000233055.2	ENSMUSP00000156391	ENSMUSP00000156391.2	Vmn2r8	MGI Symbol
ENSMUSG00000090961	ENSMUSG00000090961.3	ENSMUST00000232952	ENSMUST00000232952.2	ENSMUSP00000156434	ENSMUSP00000156434.2	Vmn2r8	MGI Symbol
ENSMUSG00000090961	ENSMUSG00000090961.3	ENSMUST00000232952	ENSMUST00000232952.2	ENSMUSP00000156434	ENSMUSP00000156434.2	Vmn2r8	MGI Symbol
ENSMUSG00000090961	ENSMUSG00000090961.3	ENSMUST00000233745	ENSMUST00000233745.2	ENSMUSP00000156796	ENSMUSP00000156796.2	Vmn2r8	MGI Symbol
ENSMUSG00000090961	ENSMUSG00000090961.3	ENSMUST00000233745	ENSMUST00000233745.2	ENSMUSP00000156796	ENSMUSP00000156796.2	Vmn2r8	MGI Symbol
ENSMUSG00000090961	ENSMUSG00000090961.3	ENSMUST00000172140	ENSMUST00000172140.3	ENSMUSP00000126953	ENSMUSP00000126953.2	Vmn2r8	MGI Symbol
ENSMUSG00000090961	ENSMUSG00000090961.3	ENSMUST00000172140	ENSMUST00000172140.3	ENSMUSP00000126953	ENSMUSP00000126953.2	Vmn2r8	MGI Symbol
ENSMUSG00000054141	ENSMUSG00000054141.6	ENSMUST00000216754	ENSMUST00000216754.3	ENSMUSP00000149702	ENSMUSP00000149702.2	Or1m1	MGI Symbol
ENSMUSG00000054141	ENSMUSG00000054141.6	ENSMUST00000216754	ENSMUST00000216754.3	ENSMUSP00000149702	ENSMUSP00000149702.2	Or1m1	MGI Symbol
ENSMUSG00000054141	ENSMUSG00000054141.6	ENSMUST00000216754	ENSMUST00000216754.3	ENSMUSP00000149702	ENSMUSP00000149702.2	Or1m1	MGI Symbol
ENSMUSG00000054141	ENSMUSG00000054141.6	ENSMUST00000216754	ENSMUST00000216754.3	ENSMUSP00000149702	ENSMUSP00000149702.2	Or1m1	MGI Symbol
ENSMUSG00000054141	ENSMUSG00000054141.6	ENSMUST00000066997	ENSMUST00000066997.4	ENSMUSP00000064189	ENSMUSP00000064189.3	Or1m1	MGI Symbol
ENSMUSG00000054141	ENSMUSG00000054141.6	ENSMUST00000066997	ENSMUST00000066997.4	ENSMUSP00000064189	ENSMUSP00000064189.3	Or1m1	MGI Symbol
ENSMUSG00000054141	ENSMUSG00000054141.6	ENSMUST00000066997	ENSMUST00000066997.4	ENSMUSP00000064189	ENSMUSP00000064189.3	Or1m1	MGI Symbol
ENSMUSG00000054141	ENSMUSG00000054141.6	ENSMUST00000066997	ENSMUST00000066997.4	ENSMUSP00000064189	ENSMUSP00000064189.3	Or1m1	MGI Symbol
ENSMUSG00000026251	ENSMUSG00000026251.14	ENSMUST00000073252	ENSMUST00000073252.9	ENSMUSP00000072983	ENSMUSP00000072983.3	Chrnd	MGI Symbol
ENSMUSG00000026251	ENSMUSG00000026251.14	ENSMUST00000073252	ENSMUST00000073252.9	ENSMUSP00000072983	ENSMUSP00000072983.3	Chrnd	MGI Symbol
ENSMUSG00000026251	ENSMUSG00000026251.14	ENSMUST00000073252	ENSMUST00000073252.9	ENSMUSP00000072983	ENSMUSP00000072983.3	Chrnd	MGI Symbol
ENSMUSG00000026251	ENSMUSG00000026251.14	ENSMUST00000073252	ENSMUST00000073252.9	ENSMUSP00000072983	ENSMUSP00000072983.3	Chrnd	MGI Symbol
ENSMUSG00000026251	ENSMUSG00000026251.14	ENSMUST00000073252	ENSMUST00000073252.9	ENSMUSP00000072983	ENSMUSP00000072983.3	Chrnd	MGI Symbol
ENSMUSG00000026251	ENSMUSG00000026251.14	ENSMUST00000073252	ENSMUST00000073252.9	ENSMUSP00000072983	ENSMUSP00000072983.3	Chrnd	MGI Symbol
ENSMUSG00000026251	ENSMUSG00000026251.14	ENSMUST00000073252	ENSMUST00000073252.9	ENSMUSP00000072983	ENSMUSP00000072983.3	Chrnd	MGI Symbol
ENSMUSG00000026251	ENSMUSG00000026251.14	ENSMUST00000186373	ENSMUST00000186373.2	ENSMUSP00000139537	ENSMUSP00000139537.2	Chrnd	MGI Symbol
ENSMUSG00000026251	ENSMUSG00000026251.14	ENSMUST00000186373	ENSMUST00000186373.2	ENSMUSP00000139537	ENSMUSP00000139537.2	Chrnd	MGI Symbol
ENSMUSG00000078116	ENSMUSG00000078116.5	ENSMUST00000215380	ENSMUST00000215380.3	ENSMUSP00000148853	ENSMUSP00000148853.2	Or7g16	MGI Symbol
ENSMUSG00000078116	ENSMUSG00000078116.5	ENSMUST00000215380	ENSMUST00000215380.3	ENSMUSP00000148853	ENSMUSP00000148853.2	Or7g16	MGI Symbol
ENSMUSG00000078116	ENSMUSG00000078116.5	ENSMUST00000215380	ENSMUST00000215380.3	ENSMUSP00000148853	ENSMUSP00000148853.2	Or7g16	MGI Symbol
ENSMUSG00000078116	ENSMUSG00000078116.5	ENSMUST00000215380	ENSMUST00000215380.3	ENSMUSP00000148853	ENSMUSP00000148853.2	Or7g16	MGI Symbol
ENSMUSG00000078116	ENSMUSG00000078116.5	ENSMUST00000104914	ENSMUST00000104914.2	ENSMUSP00000100514	ENSMUSP00000100514.2	Or7g16	MGI Symbol
ENSMUSG00000078116	ENSMUSG00000078116.5	ENSMUST00000104914	ENSMUST00000104914.2	ENSMUSP00000100514	ENSMUSP00000100514.2	Or7g16	MGI Symbol
ENSMUSG00000078116	ENSMUSG00000078116.5	ENSMUST00000104914	ENSMUST00000104914.2	ENSMUSP00000100514	ENSMUSP00000100514.2	Or7g16	MGI Symbol
ENSMUSG00000078116	ENSMUSG00000078116.5	ENSMUST00000104914	ENSMUST00000104914.2	ENSMUSP00000100514	ENSMUSP00000100514.2	Or7g16	MGI Symbol
ENSMUSG00000051414	ENSMUSG00000051414.6	ENSMUST00000212229	ENSMUST00000212229.3	ENSMUSP00000148395	ENSMUSP00000148395.2	Or7g17	MGI Symbol
ENSMUSG00000051414	ENSMUSG00000051414.6	ENSMUST00000212229	ENSMUST00000212229.3	ENSMUSP00000148395	ENSMUSP00000148395.2	Or7g17	MGI Symbol
ENSMUSG00000051414	ENSMUSG00000051414.6	ENSMUST00000212229	ENSMUST00000212229.3	ENSMUSP00000148395	ENSMUSP00000148395.2	Or7g17	MGI Symbol
ENSMUSG00000051414	ENSMUSG00000051414.6	ENSMUST00000212229	ENSMUST00000212229.3	ENSMUSP00000148395	ENSMUSP00000148395.2	Or7g17	MGI Symbol
ENSMUSG00000051414	ENSMUSG00000051414.6	ENSMUST00000058411	ENSMUST00000058411.4	ENSMUSP00000058101	ENSMUSP00000058101.4	Or7g17	MGI Symbol
ENSMUSG00000051414	ENSMUSG00000051414.6	ENSMUST00000058411	ENSMUST00000058411.4	ENSMUSP00000058101	ENSMUSP00000058101.4	Or7g17	MGI Symbol
ENSMUSG00000051414	ENSMUSG00000051414.6	ENSMUST00000058411	ENSMUST00000058411.4	ENSMUSP00000058101	ENSMUSP00000058101.4	Or7g17	MGI Symbol
ENSMUSG00000051414	ENSMUSG00000051414.6	ENSMUST00000058411	ENSMUST00000058411.4	ENSMUSP00000058101	ENSMUSP00000058101.4	Or7g17	MGI Symbol
ENSMUSG00000062868	ENSMUSG00000062868.5	ENSMUST00000212723	ENSMUST00000212723.3	ENSMUSP00000148394	ENSMUSP00000148394.2	Or7g18	MGI Symbol
ENSMUSG00000062868	ENSMUSG00000062868.5	ENSMUST00000212723	ENSMUST00000212723.3	ENSMUSP00000148394	ENSMUSP00000148394.2	Or7g18	MGI Symbol
ENSMUSG00000062868	ENSMUSG00000062868.5	ENSMUST00000212723	ENSMUST00000212723.3	ENSMUSP00000148394	ENSMUSP00000148394.2	Or7g18	MGI Symbol
ENSMUSG00000062868	ENSMUSG00000062868.5	ENSMUST00000212723	ENSMUST00000212723.3	ENSMUSP00000148394	ENSMUSP00000148394.2	Or7g18	MGI Symbol
ENSMUSG00000062868	ENSMUSG00000062868.5	ENSMUST00000078861	ENSMUST00000078861.3	ENSMUSP00000077903	ENSMUSP00000077903.3	Or7g18	MGI Symbol
ENSMUSG00000062868	ENSMUSG00000062868.5	ENSMUST00000078861	ENSMUST00000078861.3	ENSMUSP00000077903	ENSMUSP00000077903.3	Or7g18	MGI Symbol
ENSMUSG00000062868	ENSMUSG00000062868.5	ENSMUST00000078861	ENSMUST00000078861.3	ENSMUSP00000077903	ENSMUSP00000077903.3	Or7g18	MGI Symbol
ENSMUSG00000062868	ENSMUSG00000062868.5	ENSMUST00000078861	ENSMUST00000078861.3	ENSMUSP00000077903	ENSMUSP00000077903.3	Or7g18	MGI Symbol
ENSMUSG00000095957	ENSMUSG00000095957.3	ENSMUST00000218385	ENSMUST00000218385.2	ENSMUSP00000151834	ENSMUSP00000151834.2	Or7g19	MGI Symbol
ENSMUSG00000095957	ENSMUSG00000095957.3	ENSMUST00000218385	ENSMUST00000218385.2	ENSMUSP00000151834	ENSMUSP00000151834.2	Or7g19	MGI Symbol
ENSMUSG00000095957	ENSMUSG00000095957.3	ENSMUST00000218385	ENSMUST00000218385.2	ENSMUSP00000151834	ENSMUSP00000151834.2	Or7g19	MGI Symbol
ENSMUSG00000095957	ENSMUSG00000095957.3	ENSMUST00000218385	ENSMUST00000218385.2	ENSMUSP00000151834	ENSMUSP00000151834.2	Or7g19	MGI Symbol
ENSMUSG00000095957	ENSMUSG00000095957.3	ENSMUST00000060601	ENSMUST00000060601.5	ENSMUSP00000056724	ENSMUSP00000056724.5	Or7g19	MGI Symbol
ENSMUSG00000095957	ENSMUSG00000095957.3	ENSMUST00000060601	ENSMUST00000060601.5	ENSMUSP00000056724	ENSMUSP00000056724.5	Or7g19	MGI Symbol
ENSMUSG00000095957	ENSMUSG00000095957.3	ENSMUST00000060601	ENSMUST00000060601.5	ENSMUSP00000056724	ENSMUSP00000056724.5	Or7g19	MGI Symbol
ENSMUSG00000095957	ENSMUSG00000095957.3	ENSMUST00000060601	ENSMUST00000060601.5	ENSMUSP00000056724	ENSMUSP00000056724.5	Or7g19	MGI Symbol
ENSMUSG00000095525	ENSMUSG00000095525.2	ENSMUST00000086492	ENSMUST00000086492.2	ENSMUSP00000083680	ENSMUSP00000083680.2	Or7g12	MGI Symbol
ENSMUSG00000095525	ENSMUSG00000095525.2	ENSMUST00000086492	ENSMUST00000086492.2	ENSMUSP00000083680	ENSMUSP00000083680.2	Or7g12	MGI Symbol
ENSMUSG00000095525	ENSMUSG00000095525.2	ENSMUST00000086492	ENSMUST00000086492.2	ENSMUSP00000083680	ENSMUSP00000083680.2	Or7g12	MGI Symbol
ENSMUSG00000095525	ENSMUSG00000095525.2	ENSMUST00000086492	ENSMUST00000086492.2	ENSMUSP00000083680	ENSMUSP00000083680.2	Or7g12	MGI Symbol
ENSMUSG00000036904	ENSMUSG00000036904.7	ENSMUST00000041080	ENSMUST00000041080.7	ENSMUSP00000039660	ENSMUSP00000039660.6	Fzd8	MGI Symbol
ENSMUSG00000036904	ENSMUSG00000036904.7	ENSMUST00000041080	ENSMUST00000041080.7	ENSMUSP00000039660	ENSMUSP00000039660.6	Fzd8	MGI Symbol
ENSMUSG00000036904	ENSMUSG00000036904.7	ENSMUST00000041080	ENSMUST00000041080.7	ENSMUSP00000039660	ENSMUSP00000039660.6	Fzd8	MGI Symbol
ENSMUSG00000036904	ENSMUSG00000036904.7	ENSMUST00000041080	ENSMUST00000041080.7	ENSMUSP00000039660	ENSMUSP00000039660.6	Fzd8	MGI Symbol
ENSMUSG00000036904	ENSMUSG00000036904.7	ENSMUST00000041080	ENSMUST00000041080.7	ENSMUSP00000039660	ENSMUSP00000039660.6	Fzd8	MGI Symbol
ENSMUSG00000036904	ENSMUSG00000036904.7	ENSMUST00000041080	ENSMUST00000041080.7	ENSMUSP00000039660	ENSMUSP00000039660.6	Fzd8	MGI Symbol
ENSMUSG00000063660	ENSMUSG00000063660.5	ENSMUST00000080759	ENSMUST00000080759.5	ENSMUSP00000094936	ENSMUSP00000094936.3	Or1o3	MGI Symbol
ENSMUSG00000063660	ENSMUSG00000063660.5	ENSMUST00000080759	ENSMUST00000080759.5	ENSMUSP00000094936	ENSMUSP00000094936.3	Or1o3	MGI Symbol
ENSMUSG00000063660	ENSMUSG00000063660.5	ENSMUST00000080759	ENSMUST00000080759.5	ENSMUSP00000094936	ENSMUSP00000094936.3	Or1o3	MGI Symbol
ENSMUSG00000063660	ENSMUSG00000063660.5	ENSMUST00000080759	ENSMUST00000080759.5	ENSMUSP00000094936	ENSMUSP00000094936.3	Or1o3	MGI Symbol
ENSMUSG00000036103	ENSMUSG00000036103.10	ENSMUST00000234965	ENSMUST00000234965.2	ENSMUSP00000157132	ENSMUSP00000157132.2	Colec12	MGI Symbol
ENSMUSG00000036103	ENSMUSG00000036103.10	ENSMUST00000234965	ENSMUST00000234965.2	ENSMUSP00000157132	ENSMUSP00000157132.2	Colec12	MGI Symbol
ENSMUSG00000036103	ENSMUSG00000036103.10	ENSMUST00000234965	ENSMUST00000234965.2	ENSMUSP00000157132	ENSMUSP00000157132.2	Colec12	MGI Symbol
ENSMUSG00000036103	ENSMUSG00000036103.10	ENSMUST00000234965	ENSMUST00000234965.2	ENSMUSP00000157132	ENSMUSP00000157132.2	Colec12	MGI Symbol
ENSMUSG00000048391	ENSMUSG00000048391.4	ENSMUST00000214019	ENSMUST00000214019.2	ENSMUSP00000150008	ENSMUSP00000150008.2	Or7g25	MGI Symbol
ENSMUSG00000048391	ENSMUSG00000048391.4	ENSMUST00000214019	ENSMUST00000214019.2	ENSMUSP00000150008	ENSMUSP00000150008.2	Or7g25	MGI Symbol
ENSMUSG00000048391	ENSMUSG00000048391.4	ENSMUST00000214019	ENSMUST00000214019.2	ENSMUSP00000150008	ENSMUSP00000150008.2	Or7g25	MGI Symbol
ENSMUSG00000048391	ENSMUSG00000048391.4	ENSMUST00000214019	ENSMUST00000214019.2	ENSMUSP00000150008	ENSMUSP00000150008.2	Or7g25	MGI Symbol
ENSMUSG00000048391	ENSMUSG00000048391.4	ENSMUST00000214267	ENSMUST00000214267.2	ENSMUSP00000151203	ENSMUSP00000151203.2	Or7g25	MGI Symbol
ENSMUSG00000048391	ENSMUSG00000048391.4	ENSMUST00000214267	ENSMUST00000214267.2	ENSMUSP00000151203	ENSMUSP00000151203.2	Or7g25	MGI Symbol
ENSMUSG00000048391	ENSMUSG00000048391.4	ENSMUST00000214267	ENSMUST00000214267.2	ENSMUSP00000151203	ENSMUSP00000151203.2	Or7g25	MGI Symbol
ENSMUSG00000048391	ENSMUSG00000048391.4	ENSMUST00000214267	ENSMUST00000214267.2	ENSMUSP00000151203	ENSMUSP00000151203.2	Or7g25	MGI Symbol
ENSMUSG00000048391	ENSMUSG00000048391.4	ENSMUST00000061365	ENSMUST00000061365.3	ENSMUSP00000051027	ENSMUSP00000051027.3	Or7g25	MGI Symbol
ENSMUSG00000048391	ENSMUSG00000048391.4	ENSMUST00000061365	ENSMUST00000061365.3	ENSMUSP00000051027	ENSMUSP00000051027.3	Or7g25	MGI Symbol
ENSMUSG00000048391	ENSMUSG00000048391.4	ENSMUST00000061365	ENSMUST00000061365.3	ENSMUSP00000051027	ENSMUSP00000051027.3	Or7g25	MGI Symbol
ENSMUSG00000048391	ENSMUSG00000048391.4	ENSMUST00000061365	ENSMUST00000061365.3	ENSMUSP00000051027	ENSMUSP00000051027.3	Or7g25	MGI Symbol
ENSMUSG00000049229	ENSMUSG00000049229.6	ENSMUST00000220268	ENSMUST00000220268.2	ENSMUSP00000153910	ENSMUSP00000153910.2	Or7g26	MGI Symbol
ENSMUSG00000049229	ENSMUSG00000049229.6	ENSMUST00000220268	ENSMUST00000220268.2	ENSMUSP00000153910	ENSMUSP00000153910.2	Or7g26	MGI Symbol
ENSMUSG00000049229	ENSMUSG00000049229.6	ENSMUST00000220268	ENSMUST00000220268.2	ENSMUSP00000153910	ENSMUSP00000153910.2	Or7g26	MGI Symbol
ENSMUSG00000049229	ENSMUSG00000049229.6	ENSMUST00000220268	ENSMUST00000220268.2	ENSMUSP00000153910	ENSMUSP00000153910.2	Or7g26	MGI Symbol
ENSMUSG00000049229	ENSMUSG00000049229.6	ENSMUST00000054106	ENSMUST00000054106.5	ENSMUSP00000154398	ENSMUSP00000154398.2	Or7g26	MGI Symbol
ENSMUSG00000049229	ENSMUSG00000049229.6	ENSMUST00000054106	ENSMUST00000054106.5	ENSMUSP00000154398	ENSMUSP00000154398.2	Or7g26	MGI Symbol
ENSMUSG00000049229	ENSMUSG00000049229.6	ENSMUST00000054106	ENSMUST00000054106.5	ENSMUSP00000154398	ENSMUSP00000154398.2	Or7g26	MGI Symbol
ENSMUSG00000049229	ENSMUSG00000049229.6	ENSMUST00000054106	ENSMUST00000054106.5	ENSMUSP00000154398	ENSMUSP00000154398.2	Or7g26	MGI Symbol
ENSMUSG00000005534	ENSMUSG00000005534.11	ENSMUST00000091291	ENSMUST00000091291.5	ENSMUSP00000088837	ENSMUSP00000088837.5	Insr	MGI Symbol
ENSMUSG00000005534	ENSMUSG00000005534.11	ENSMUST00000091291	ENSMUST00000091291.5	ENSMUSP00000088837	ENSMUSP00000088837.5	Insr	MGI Symbol
ENSMUSG00000005534	ENSMUSG00000005534.11	ENSMUST00000091291	ENSMUST00000091291.5	ENSMUSP00000088837	ENSMUSP00000088837.5	Insr	MGI Symbol
ENSMUSG00000005534	ENSMUSG00000005534.11	ENSMUST00000091291	ENSMUST00000091291.5	ENSMUSP00000088837	ENSMUSP00000088837.5	Insr	MGI Symbol
ENSMUSG00000005534	ENSMUSG00000005534.11	ENSMUST00000091291	ENSMUST00000091291.5	ENSMUSP00000088837	ENSMUSP00000088837.5	Insr	MGI Symbol
ENSMUSG00000005534	ENSMUSG00000005534.11	ENSMUST00000091291	ENSMUST00000091291.5	ENSMUSP00000088837	ENSMUSP00000088837.5	Insr	MGI Symbol
ENSMUSG00000061972	ENSMUSG00000061972.4	ENSMUST00000216328	ENSMUST00000216328.2	ENSMUSP00000148900	ENSMUSP00000148900.2	Or1o4	MGI Symbol
ENSMUSG00000061972	ENSMUSG00000061972.4	ENSMUST00000216328	ENSMUST00000216328.2	ENSMUSP00000148900	ENSMUSP00000148900.2	Or1o4	MGI Symbol
ENSMUSG00000061972	ENSMUSG00000061972.4	ENSMUST00000216328	ENSMUST00000216328.2	ENSMUSP00000148900	ENSMUSP00000148900.2	Or1o4	MGI Symbol
ENSMUSG00000061972	ENSMUSG00000061972.4	ENSMUST00000216328	ENSMUST00000216328.2	ENSMUSP00000148900	ENSMUSP00000148900.2	Or1o4	MGI Symbol
ENSMUSG00000061972	ENSMUSG00000061972.4	ENSMUST00000077585	ENSMUST00000077585.3	ENSMUSP00000076781	ENSMUSP00000076781.3	Or1o4	MGI Symbol
ENSMUSG00000061972	ENSMUSG00000061972.4	ENSMUST00000077585	ENSMUST00000077585.3	ENSMUSP00000076781	ENSMUSP00000076781.3	Or1o4	MGI Symbol
ENSMUSG00000061972	ENSMUSG00000061972.4	ENSMUST00000077585	ENSMUST00000077585.3	ENSMUSP00000076781	ENSMUSP00000076781.3	Or1o4	MGI Symbol
ENSMUSG00000061972	ENSMUSG00000061972.4	ENSMUST00000077585	ENSMUST00000077585.3	ENSMUSP00000076781	ENSMUSP00000076781.3	Or1o4	MGI Symbol
ENSMUSG00000092077	ENSMUSG00000092077.3	ENSMUST00000215392	ENSMUST00000215392.2	ENSMUSP00000149851	ENSMUSP00000149851.2	Or12d12	MGI Symbol
ENSMUSG00000092077	ENSMUSG00000092077.3	ENSMUST00000215392	ENSMUST00000215392.2	ENSMUSP00000149851	ENSMUSP00000149851.2	Or12d12	MGI Symbol
ENSMUSG00000092077	ENSMUSG00000092077.3	ENSMUST00000215392	ENSMUST00000215392.2	ENSMUSP00000149851	ENSMUSP00000149851.2	Or12d12	MGI Symbol
ENSMUSG00000092077	ENSMUSG00000092077.3	ENSMUST00000215392	ENSMUST00000215392.2	ENSMUSP00000149851	ENSMUSP00000149851.2	Or12d12	MGI Symbol
ENSMUSG00000092077	ENSMUSG00000092077.3	ENSMUST00000214376	ENSMUST00000214376.2	ENSMUSP00000149603	ENSMUSP00000149603.2	Or12d12	MGI Symbol
ENSMUSG00000092077	ENSMUSG00000092077.3	ENSMUST00000214376	ENSMUST00000214376.2	ENSMUSP00000149603	ENSMUSP00000149603.2	Or12d12	MGI Symbol
ENSMUSG00000092077	ENSMUSG00000092077.3	ENSMUST00000214376	ENSMUST00000214376.2	ENSMUSP00000149603	ENSMUSP00000149603.2	Or12d12	MGI Symbol
ENSMUSG00000092077	ENSMUSG00000092077.3	ENSMUST00000214376	ENSMUST00000214376.2	ENSMUSP00000149603	ENSMUSP00000149603.2	Or12d12	MGI Symbol
ENSMUSG00000092077	ENSMUSG00000092077.3	ENSMUST00000058046	ENSMUST00000058046.6	ENSMUSP00000061042	ENSMUSP00000061042.6	Or12d12	MGI Symbol
ENSMUSG00000092077	ENSMUSG00000092077.3	ENSMUST00000058046	ENSMUST00000058046.6	ENSMUSP00000061042	ENSMUSP00000061042.6	Or12d12	MGI Symbol
ENSMUSG00000092077	ENSMUSG00000092077.3	ENSMUST00000058046	ENSMUST00000058046.6	ENSMUSP00000061042	ENSMUSP00000061042.6	Or12d12	MGI Symbol
ENSMUSG00000092077	ENSMUSG00000092077.3	ENSMUST00000058046	ENSMUST00000058046.6	ENSMUSP00000061042	ENSMUSP00000061042.6	Or12d12	MGI Symbol
ENSMUSG00000091531	ENSMUSG00000091531.3	ENSMUST00000217590	ENSMUST00000217590.2	ENSMUSP00000149168	ENSMUSP00000149168.2	Or12d2	MGI Symbol
ENSMUSG00000091531	ENSMUSG00000091531.3	ENSMUST00000217590	ENSMUST00000217590.2	ENSMUSP00000149168	ENSMUSP00000149168.2	Or12d2	MGI Symbol
